timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-28T19:42:37,codecarbon,0e4f2c06-dc01-4819-a4b1-6c329de25953,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,153.081768173,0.00018525534691781324,1.2101725053793043e-06,22.5,0.0,10.0,0.0009294348159311953,0.0,0.00041195517094719155,0.0013413899868783853,0.0,Belgium,BEL,wallonia,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.9,3.2.5,16,AMD Ryzen 7 7435HS,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,5.5675,50.6337,9.715164184570312,machine,32.30709677419355,0,21.98903225806452,2.136913816390499,N,1.0,0.0
